filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,rms,label
../data/training/MR/New_MR_013.wav,-561.301025390625,155.02297973632812,93.64253234863281,50.72199630737305,23.271015167236328,17.64974021911621,4.087108135223389,-0.7901566624641418,-5.714567184448242,-5.351769924163818,-6.377707004547119,-7.284450531005859,-4.356436252593994,-3.920570135116577,-3.9115545749664307,-3.4539525508880615,-2.6676201820373535,-1.0054887533187866,-2.9788246154785156,0.732861340045929,-0.944705069065094,1.0196713209152222,-0.6892383098602295,0.0012545647332444787,-0.22666335105895996,-1.5749186277389526,-1.5078648328781128,-1.842301607131958,-2.6427783966064453,-3.3818280696868896,-2.62441086769104,-2.9431748390197754,-2.7740087509155273,-1.7564141750335693,-1.2618728876113892,-1.9802411794662476,-2.193556547164917,-1.289308786392212,-0.9404922127723694,-1.2505476474761963,0.014480401761829853,MR
../data/training/MR/New_MR_174.wav,-381.1189270019531,144.8784942626953,66.05807495117188,32.86875534057617,11.143324851989746,5.073029041290283,-5.344354629516602,-6.968648910522461,-9.318001747131348,-6.880294322967529,-5.6746506690979,-6.243096351623535,-6.748356342315674,-8.036735534667969,-8.281363487243652,-6.102839469909668,-6.048723220825195,-8.130979537963867,-7.268876075744629,-4.534790992736816,-4.749516010284424,-3.1966657638549805,-1.99966561794281,-0.903624415397644,1.2150180339813232,-1.1623162031173706,-3.053060531616211,-3.9753012657165527,-1.508554458618164,-0.22712448239326477,-0.2482519894838333,-1.3176467418670654,-2.7076520919799805,-2.0721633434295654,-1.451432704925537,-2.2788476943969727,-1.0871106386184692,-1.2066497802734375,-0.9562859535217285,1.0231813192367554,0.08976233005523682,MR
../data/training/MR/New_MR_182.wav,-381.642578125,149.21533203125,67.53511810302734,31.59764289855957,8.938404083251953,5.797061443328857,-6.0821404457092285,-7.110546588897705,-8.396082878112793,-7.182018280029297,-5.946732521057129,-6.4767866134643555,-5.563690185546875,-6.970127105712891,-9.293258666992188,-7.056162357330322,-7.009280681610107,-7.750282287597656,-5.2009806632995605,-5.772302150726318,-3.6842892169952393,-2.878922462463379,-2.4257497787475586,-1.657663106918335,-0.021033311262726784,-1.0658166408538818,-2.0140187740325928,-1.8850126266479492,-2.7086734771728516,-1.6703732013702393,-1.2086173295974731,0.6158767938613892,-0.999692440032959,-1.7150317430496216,-2.823084831237793,-2.3282322883605957,-1.655436396598816,-0.7274045944213867,-0.38755348324775696,-0.4556948244571686,0.08897774666547775,MR
../data/training/MR/New_MR_005.wav,-487.0262756347656,163.96949768066406,104.49327087402344,59.541114807128906,29.155336380004883,25.178791046142578,9.755599021911621,1.1828715801239014,-4.2867207527160645,-3.268206834793091,-6.2211594581604,-6.903461933135986,-4.1060614585876465,-4.301136493682861,-3.624803066253662,-3.237408399581909,-3.625187635421753,-0.5393028855323792,-5.003802299499512,-3.697824001312256,-4.361892223358154,-1.7016617059707642,-4.077467918395996,-1.4360847473144531,-2.946946144104004,-2.4949121475219727,-1.2153077125549316,-2.4562554359436035,-2.853900671005249,-3.1487090587615967,-2.0401601791381836,-1.6402984857559204,-4.263673782348633,-2.385725975036621,-1.3686981201171875,-2.4285542964935303,-2.5327227115631104,-1.1320264339447021,-0.6054887175559998,-1.3419394493103027,0.036856912076473236,MR
../data/training/MR/New_MR_067.wav,-425.8673400878906,146.23471069335938,67.26778411865234,32.912254333496094,5.5097551345825195,5.812192916870117,-6.0127763748168945,-5.762485504150391,-9.480923652648926,-7.79334020614624,-5.5171332359313965,-6.4785003662109375,-6.424083709716797,-7.187089443206787,-7.026453971862793,-6.426924705505371,-8.340800285339355,-6.863898754119873,-6.057165145874023,-5.058609962463379,-3.970153331756592,-3.7158703804016113,-2.885286808013916,-0.49820590019226074,-0.265760213136673,-2.6657631397247314,-2.664462089538574,-1.6903716325759888,0.05629616603255272,-1.2823817729949951,-0.5862531065940857,0.6064380407333374,-1.9343769550323486,-2.707425832748413,-1.2919245958328247,-2.931485176086426,-1.8656505346298218,-0.5666164755821228,0.5962931513786316,-0.6925050020217896,0.056465864181518555,MR
../data/training/MR/New_MR_180.wav,-383.68719482421875,148.5323486328125,67.59504699707031,32.641937255859375,7.6517133712768555,4.4660844802856445,-6.306142807006836,-6.073646068572998,-9.941811561584473,-7.209524154663086,-6.287705898284912,-6.317958831787109,-6.685878753662109,-6.901996612548828,-9.817110061645508,-6.5156378746032715,-6.252445697784424,-7.808326244354248,-6.908435821533203,-5.198543071746826,-3.124079465866089,-3.725088119506836,-2.369091272354126,-1.4997403621673584,-1.3249657154083252,-3.182673931121826,-2.489980459213257,-0.7942861318588257,-2.571265459060669,-0.6046388745307922,-0.2084086835384369,-1.1071993112564087,-2.2795958518981934,-2.726320505142212,-1.9280695915222168,-3.157243251800537,-2.333588123321533,-0.058851540088653564,-0.07053036242723465,-0.8537447452545166,0.08708390593528748,MR
../data/training/MR/New_MR_178.wav,-383.15447998046875,145.2159423828125,67.37676239013672,32.69932174682617,8.971150398254395,4.909951210021973,-6.664912700653076,-3.803790330886841,-7.976264953613281,-7.603540897369385,-5.640847682952881,-7.010147571563721,-6.741091251373291,-7.1852898597717285,-8.478693962097168,-6.391256332397461,-7.345655918121338,-6.909951210021973,-6.635087490081787,-5.075457572937012,-4.930685520172119,-3.3148930072784424,-2.011552095413208,-0.9796929359436035,-2.1988041400909424,-3.1267127990722656,-1.8213145732879639,-1.0175724029541016,-1.707655429840088,-2.2343714237213135,-1.1640357971191406,-1.7604918479919434,-1.4339269399642944,-1.1927419900894165,-2.2766380310058594,-1.75038743019104,-1.782565712928772,-1.2180988788604736,-0.44458192586898804,-0.053345367312431335,0.09042496234178543,MR
../data/training/MR/New_MR_124.wav,-420.4747619628906,147.78968811035156,68.26750946044922,32.945377349853516,6.585383892059326,5.788743495941162,-7.224806785583496,-6.995501518249512,-9.344862937927246,-6.406524181365967,-6.024036407470703,-6.252756595611572,-7.831871509552002,-8.373270034790039,-6.811969757080078,-6.681087970733643,-5.543604373931885,-7.7196807861328125,-7.629855155944824,-5.003866195678711,-3.8231887817382812,-2.2448530197143555,-2.4074814319610596,-0.8572705388069153,-0.8342599272727966,-3.275451183319092,-0.9455854892730713,-3.450493574142456,-2.0703046321868896,-1.1437147855758667,-0.23087847232818604,-0.09467955678701401,-1.8236066102981567,-2.0427215099334717,-2.283761978149414,-2.3889055252075195,-1.7854204177856445,-0.384248822927475,-0.6995835304260254,-0.36289849877357483,0.060170747339725494,MR
../data/training/MR/New_MR_108.wav,-421.81787109375,148.5413055419922,67.80817413330078,33.57933044433594,3.464174270629883,5.527810096740723,-5.949374675750732,-4.795609951019287,-7.149529457092285,-8.305907249450684,-7.249212741851807,-6.795997619628906,-7.0077314376831055,-7.017716884613037,-7.1257452964782715,-6.3500657081604,-6.838602066040039,-8.118708610534668,-6.526520729064941,-4.837401390075684,-4.994229316711426,-2.515242338180542,-3.286444664001465,-1.7762178182601929,-1.0423322916030884,-2.8413026332855225,-2.3502306938171387,-1.1276286840438843,-2.032679796218872,-3.0981268882751465,-0.3180992007255554,-0.5234531164169312,-1.639662265777588,-1.706019639968872,-1.5712083578109741,-1.9556903839111328,-1.5246341228485107,-0.5739501118659973,-1.0955744981765747,-0.2825441360473633,0.05600076541304588,MR
../data/training/MR/New_MR_136.wav,-428.9908142089844,144.5192108154297,67.2808609008789,32.46321105957031,7.34605598449707,5.6245832443237305,-6.125893592834473,-5.403139114379883,-8.83022403717041,-7.711528301239014,-5.776508808135986,-7.051346302032471,-4.869925498962402,-7.902914047241211,-7.505455017089844,-5.883533000946045,-7.305811405181885,-7.738352298736572,-5.915935516357422,-4.560450553894043,-3.640695810317993,-1.7219836711883545,-2.514655590057373,-0.6100362539291382,-1.004246473312378,-3.2608964443206787,-3.06613826751709,-1.3625530004501343,-0.8149531483650208,-0.2771063446998596,-0.8614802360534668,-1.0177384614944458,-1.1044126749038696,-1.0039441585540771,-2.327767848968506,-2.5271596908569336,-1.2978051900863647,-0.9993026256561279,0.06320498138666153,0.4023348093032837,0.05654187500476837,MR
../data/training/MR/New_MR_130.wav,-420.24859619140625,149.99447631835938,68.55401611328125,32.285011291503906,6.181646347045898,4.863426208496094,-5.0287861824035645,-5.0839924812316895,-7.294891834259033,-6.279820442199707,-6.656091213226318,-6.320934772491455,-6.539317607879639,-7.555241107940674,-8.001374244689941,-6.989584445953369,-6.697822093963623,-7.261999607086182,-6.101141452789307,-5.790402889251709,-3.2209088802337646,-1.807620644569397,-2.2150683403015137,-1.510711908340454,-2.071018695831299,-2.620845079421997,-1.715035080909729,-0.7463822960853577,-0.5963587760925293,0.5235495567321777,-0.1725590080022812,-0.1079079806804657,-2.1728386878967285,-1.2907992601394653,-1.7953251600265503,-2.3894686698913574,-0.5616746544837952,-0.5485105514526367,-0.3838540017604828,0.05718223750591278,0.05946313962340355,MR
