filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
../data/DWT/MR/New_MR_013.wav,-347.06005859375,154.9435577392578,93.78377532958984,50.84001922607422,23.242395401000977,17.59691047668457,4.110154151916504,-0.8072749972343445,-5.689566135406494,-5.34010124206543,-6.425050258636475,-7.2933349609375,-4.380549430847168,-3.897855281829834,-3.895592212677002,-3.4161009788513184,-2.6697945594787598,-1.0636818408966064,-2.948214530944824,0.7166649103164673,-0.9211781024932861,1.0532225370407104,-0.7044199705123901,-0.01008360181003809,-0.2772993743419647,-1.5718739032745361,-1.4724743366241455,-1.8190826177597046,-2.6614809036254883,-3.4153575897216797,-2.548065662384033,-2.919745922088623,-2.8236851692199707,-1.773055076599121,-1.268905758857727,-1.9993692636489868,-2.1994731426239014,-1.2663336992263794,-0.934604823589325,-1.2149150371551514,MR
../data/DWT/MR/New_MR_174.wav,-367.88031005859375,144.8784942626953,66.05807495117188,32.868751525878906,11.14332389831543,5.073027610778809,-5.344354629516602,-6.9686431884765625,-9.31800651550293,-6.8802947998046875,-5.674650192260742,-6.243096351623535,-6.748354911804199,-8.036738395690918,-8.281362533569336,-6.102837562561035,-6.0487236976623535,-8.130982398986816,-7.268875598907471,-4.534794330596924,-4.749513149261475,-3.1966686248779297,-1.9996623992919922,-0.9036288857460022,1.215016484260559,-1.162313461303711,-3.0530614852905273,-3.9753050804138184,-1.5085517168045044,-0.22712503373622894,-0.24825534224510193,-1.3176419734954834,-2.707653760910034,-2.0721640586853027,-1.4514331817626953,-2.2788443565368652,-1.0871139764785767,-1.2066503763198853,-0.9562869668006897,1.023186445236206,MR
../data/DWT/MR/New_MR_182.wav,-369.2818298339844,149.21531677246094,67.53511810302734,31.59764289855957,8.938405990600586,5.797061443328857,-6.0821404457092285,-7.1105499267578125,-8.396078109741211,-7.182022571563721,-5.946731090545654,-6.476785659790039,-5.5636887550354,-6.970128059387207,-9.29326343536377,-7.05615758895874,-7.009284019470215,-7.750282287597656,-5.200980186462402,-5.772305488586426,-3.6842873096466064,-2.878920316696167,-2.4257538318634033,-1.6576629877090454,-0.021032817661762238,-1.065816879272461,-2.0140178203582764,-1.8850152492523193,-2.7086708545684814,-1.6703749895095825,-1.2086163759231567,0.6158751845359802,-0.999690592288971,-1.7150293588638306,-2.823087215423584,-2.3282315731048584,-1.6554352045059204,-0.7274049520492554,-0.38755613565444946,-0.4556903839111328,MR
../data/DWT/MR/New_MR_005.wav,-338.51995849609375,163.96949768066406,104.49327850341797,59.541114807128906,29.15533447265625,25.178791046142578,9.75560188293457,1.1828696727752686,-4.286719799041748,-3.2682044506073,-6.22116231918335,-6.9034624099731445,-4.106060028076172,-4.301139831542969,-3.6248018741607666,-3.2374074459075928,-3.625185251235962,-0.539309561252594,-5.003804683685303,-3.6978185176849365,-4.3618927001953125,-1.7016639709472656,-4.077468395233154,-1.4360867738723755,-2.9469430446624756,-2.4949123859405518,-1.215308427810669,-2.456254482269287,-2.8539016246795654,-3.148709774017334,-2.040156126022339,-1.6403027772903442,-4.263681888580322,-2.385725498199463,-1.368697166442871,-2.428553342819214,-2.5327203273773193,-1.1320264339447021,-0.6054874062538147,-1.3419413566589355,MR
../data/DWT/MR/New_MR_067.wav,-369.07916259765625,146.23696899414062,67.2673110961914,32.9141845703125,5.516920566558838,5.811961650848389,-6.018692970275879,-5.761756896972656,-9.477713584899902,-7.793672561645508,-5.518632411956787,-6.478148460388184,-6.423494338989258,-7.189497470855713,-7.024973392486572,-6.4194655418396,-8.340751647949219,-6.871084213256836,-6.058997631072998,-5.055992126464844,-3.968991994857788,-3.7159554958343506,-2.8817946910858154,-0.4895543158054352,-0.26363813877105713,-2.6725666522979736,-2.667616128921509,-1.6940971612930298,0.05128511041402817,-1.274641752243042,-0.576460063457489,0.606613278388977,-1.9360864162445068,-2.712913990020752,-1.2931675910949707,-2.9213993549346924,-1.8663924932479858,-0.5768192410469055,0.5976765155792236,-0.6886663436889648,MR
../data/DWT/MR/New_MR_180.wav,-370.0909729003906,148.5323486328125,67.59504699707031,32.64194107055664,7.651710510253906,4.466080188751221,-6.3061394691467285,-6.073646545410156,-9.941811561584473,-7.2095232009887695,-6.287710666656494,-6.3179545402526855,-6.685878276824951,-6.901998519897461,-9.817108154296875,-6.515636920928955,-6.252448081970215,-7.808326721191406,-6.90843391418457,-5.19854736328125,-3.124075174331665,-3.7250912189483643,-2.3690903186798096,-1.499741554260254,-1.3249692916870117,-3.1826679706573486,-2.489985227584839,-0.7942851781845093,-2.571265697479248,-0.6046406626701355,-0.20840857923030853,-1.107200026512146,-2.2795941829681396,-2.7263214588165283,-1.928068995475769,-3.157241106033325,-2.333592176437378,-0.05885033681988716,-0.07053026556968689,-0.853743314743042,MR
../data/DWT/MR/New_MR_178.wav,-383.1505432128906,145.2160186767578,67.37455749511719,32.698184967041016,8.973050117492676,4.912026882171631,-6.663913726806641,-3.803617238998413,-7.976221561431885,-7.604338645935059,-5.64270544052124,-7.009439945220947,-6.739410400390625,-7.185957908630371,-8.479209899902344,-6.390742301940918,-7.344180583953857,-6.907678604125977,-6.634467601776123,-5.076514720916748,-4.931572914123535,-3.3150997161865234,-2.0124411582946777,-0.980618953704834,-2.1980674266815186,-3.127303123474121,-1.8231333494186401,-1.0172065496444702,-1.7063173055648804,-2.232901096343994,-1.162923812866211,-1.7601374387741089,-1.4329500198364258,-1.192016839981079,-2.276749849319458,-1.7514290809631348,-1.784014105796814,-1.2178164720535278,-0.4438231885433197,-0.05279136449098587,MR
../data/DWT/MR/New_MR_124.wav,-389.17108154296875,147.78968811035156,68.26750946044922,32.945369720458984,6.585384368896484,5.788738250732422,-7.224802017211914,-6.995500564575195,-9.34486198425293,-6.406530380249023,-6.02402925491333,-6.252758026123047,-7.831874370574951,-8.373270034790039,-6.811966896057129,-6.681087493896484,-5.543605804443359,-7.719681739807129,-7.629852294921875,-5.003873348236084,-3.8231821060180664,-2.2448549270629883,-2.407480239868164,-0.8572747707366943,-0.8342567682266235,-3.2754530906677246,-0.9455854892730713,-3.4504942893981934,-2.0703015327453613,-1.143717885017395,-0.2308768630027771,-0.09468327462673187,-1.8236037492752075,-2.042721748352051,-2.2837626934051514,-2.3889055252075195,-1.78541898727417,-0.38425126671791077,-0.6995828151702881,-0.36289817094802856,MR
../data/DWT/MR/New_MR_108.wav,-358.5873107910156,148.5413360595703,67.80803680419922,33.579315185546875,3.464303731918335,5.527876377105713,-5.9492573738098145,-4.795884132385254,-7.149814128875732,-8.305778503417969,-7.2489728927612305,-6.796015739440918,-7.0080246925354,-7.017693042755127,-7.125507354736328,-6.349956512451172,-6.838906288146973,-8.119195938110352,-6.526498317718506,-4.837043762207031,-4.994022846221924,-2.515312433242798,-3.2865588665008545,-1.7761977910995483,-1.0421150922775269,-2.8410768508911133,-2.3503968715667725,-1.1280637979507446,-2.0329043865203857,-3.0979409217834473,-0.317967027425766,-0.5234401822090149,-1.6397342681884766,-1.705948829650879,-1.570739984512329,-1.9559513330459595,-1.5254251956939697,-0.5741943717002869,-1.0950303077697754,-0.28174787759780884,MR
../data/DWT/MR/New_MR_136.wav,-374.6812744140625,144.5306854248047,67.34375762939453,32.50144958496094,7.313313007354736,5.635010242462158,-6.092074871063232,-5.397392272949219,-8.813959121704102,-7.691069602966309,-5.776301860809326,-7.094244003295898,-4.891475677490234,-7.884590148925781,-7.576283931732178,-5.978961944580078,-7.285181045532227,-7.669198036193848,-5.895991802215576,-4.602375030517578,-3.6710574626922607,-1.699767827987671,-2.4856321811676025,-0.60470050573349,-1.0632834434509277,-3.318547010421753,-3.0156145095825195,-1.2996017932891846,-0.8157475590705872,-0.2969619035720825,-0.9023157954216003,-1.1006081104278564,-1.1695046424865723,-0.9283493757247925,-2.190890073776245,-2.520479440689087,-1.3599028587341309,-1.0373730659484863,0.02897244691848755,0.3896256983280182,MR
